tramstop	totalArriving	totalLeaving	totalArrMorning	totalLeaveMorning	totalArrEve	totalLeaveEve										tramstop	totalArriving	totalLeaving	totalArrMorning	totalLeaveMorning	totalArrEve	totalLeaveEve	maxQueueLength	time	maxWaitingTime	time	averageWaitTime	maxTramDelay	averageTramDelay/total	averageTramDelay/delayed	fractionOfRunsDelayed	passengersNotArrived
																10	22067	20570	8933	1267	2854	7300	1244	82,24581924	30,73232804	34,73328025	6,730744843	592,8147885	6,067102295	8,229633807	0,737226277	0
																10	22067	20570	8933	1267	2854	7300	1244	82,24581924	30,73232804	34,73328025	6,730744843	592,8147885	6,067102295	8,229633807	0,737226277	0
																10	22884	20921	9787	1269	2460	6491	1157	81,80811683	25,70562218	29,93417395	5,722468883	638,5880377	4,626763423	7,122096506	0,649635036	0
																10	22884	20921	9787	1269	2460	6491	1157	81,80811683	25,70562218	29,93417395	5,722468883	638,5880377	4,626763423	7,122096506	0,649635036	0
																10	22884	20921	9787	1269	2460	6491	1157	81,80811683	25,70562218	29,93417395	5,722468883	638,5880377	4,626763423	7,122096506	0,649635036	0
																10	22323	20855	9150	1261	2703	7144	952	185,1356631	23,42036077	421,4746604	5,694481057	772,2283981	5,719529275	8,517125116	0,671532847	0
																10	22323	20855	9150	1261	2703	7144	952	185,1356631	23,42036077	421,4746604	5,694481057	772,2283981	5,719529275	8,517125116	0,671532847	0
																10	22323	20855	9150	1261	2703	7144	952	185,1356631	23,42036077	421,4746604	5,694481057	772,2283981	5,719529275	8,517125116	0,671532847	0
																10	22493	20829	9832	1425	2549	6689	851	138,8262428	22,19008859	580,1014182	4,958331163	926,9638785	4,272521424	6,80622599	0,627737226	0
																10	22493	20829	9832	1425	2549	6689	851	138,8262428	22,19008859	580,1014182	4,958331163	926,9638785	4,272521424	6,80622599	0,627737226	0
																10	22493	20829	9832	1425	2549	6689	851	138,8262428	22,19008859	580,1014182	4,958331163	926,9638785	4,272521424	6,80622599	0,627737226	0
																10	22358	21117	8732	1339	2810	7095	1444	178,341856	28,39890557	877,7484678	5,899799083	878,7484678	5,59886164	8,247785426	0,678832117	0
																10	22358	21117	8732	1339	2810	7095	1444	178,341856	28,39890557	877,7484678	5,899799083	878,7484678	5,59886164	8,247785426	0,678832117	0
																10	22358	21117	8732	1339	2810	7095	1444	178,341856	28,39890557	877,7484678	5,899799083	878,7484678	5,59886164	8,247785426	0,678832117	0
																10	22797	20742	9630	1244	2760	7117	1272	144,0126502	22,48419171	26,68429171	6,073388979	646,4344554	5,501176531	7,461991928	0,737226277	0
																10	22797	20742	9630	1244	2760	7117	1272	144,0126502	22,48419171	26,68429171	6,073388979	646,4344554	5,501176531	7,461991928	0,737226277	0
																10	22797	20742	9630	1244	2760	7117	1272	144,0126502	22,48419171	26,68429171	6,073388979	646,4344554	5,501176531	7,461991928	0,737226277	0
																10	22308	20892	9243	1360	2679	7026	934	173,7097615	23,91191762	349,0871802	4,888075756	349,0871802	3,192094769	5,754170834	0,554744526	0
																10	22308	20892	9243	1360	2679	7026	934	173,7097615	23,91191762	349,0871802	4,888075756	349,0871802	3,192094769	5,754170834	0,554744526	0
																10	22308	20892	9243	1360	2679	7026	934	173,7097615	23,91191762	349,0871802	4,888075756	349,0871802	3,192094769	5,754170834	0,554744526	0
																10	22306	21068	9427	1318	2742	7205	1168	140,4063801	23,99610064	818,1805881	5,67989707	818,1805881	4,832902586	7,275908289	0,664233577	0
																10	22306	21068	9427	1318	2742	7205	1168	140,4063801	23,99610064	818,1805881	5,67989707	818,1805881	4,832902586	7,275908289	0,664233577	0
																10	22306	21068	9427	1318	2742	7205	1168	140,4063801	23,99610064	818,1805881	5,67989707	818,1805881	4,832902586	7,275908289	0,664233577	0
																10	22453	20768	9084	1128	2859	7144	1130	163,8378434	21,91459744	384,6298788	5,756803925	385,6298788	3,983316118	7,180451424	0,554744526	0
																10	22453	20768	9084	1128	2859	7144	1130	163,8378434	21,91459744	384,6298788	5,756803925	385,6298788	3,983316118	7,180451424	0,554744526	0
																10	22453	20768	9084	1128	2859	7144	1130	163,8378434	21,91459744	384,6298788	5,756803925	385,6298788	3,983316118	7,180451424	0,554744526	0
																10	22143	20969	9242	1293	2684	6767	1265	89,43715238	25,66953519	29,69048223	6,447874709	385,323739	7,420669363	8,996740732	0,824817518	0
																10	22143	20969	9242	1293	2684	6767	1265	89,43715238	25,66953519	29,69048223	6,447874709	385,323739	7,420669363	8,996740732	0,824817518	0
										0	1	1,9838E-196	0	0	1	10	22143	20969	9242	1293	2684	6767	1265	89,43715238	25,66953519	29,69048223	6,447874709	385,323739	7,420669363	8,996740732	0,824817518	0
																13	2283	2036	656	241	361	330	350	182,4173214	45,05893466	182,4173214	11,25290378	264,3660165	13,57286382	15,4956862	0,875912409	0
																13	2338	1802	977	331	364	330	229	105,1325124	29,64818099	105,1325124	8,777254065	541,0179728	5,736639027	7,484948064	0,766423358	0
																13	2398	1905	462	293	343	347	577	193,6845274	78,47603327	193,6845274	19,7452665	766,3635599	6,862536352	9,127839614	0,751824818	0
																13	2348	1882	596	285	322	334	443	179,3131174	54,82615482	179,3131174	14,46543711	643,185229	7,116758327	8,705320454	0,817518248	0
																13	2343	1903	757	295	345	385	260	182,0502972	33,18699112	182,0502972	9,488229438	931,0087535	4,445098089	6,089784382	0,729927007	0
																13	2273	1808	608	276	306	344	360	181,4097835	50,58450346	203,3568471	12,7972315	596,4425425	5,531612228	6,889371593	0,802919708	0
																13	2272	1921	625	291	339	331	379	187,2068429	49,34960463	187,2068429	17,11161065	780,7204526	9,379792918	10,89009856	0,861313869	0
																13	2295	1830	559	254	289	296	375	183,7858834	59,0275451	197,2350595	15,47024162	596,6711957	7,230953881	9,712163547	0,744525547	0
																13	2362	1858	793	365	364	358	296	175,7139976	36,18746761	175,7139976	9,305555174	749,5440306	6,040536615	7,957245348	0,759124088	0
																13	2327	1903	678	263	338	390	366	181,8892655	51,145961	192,9656037	15,05960892	933,3289397	5,588134374	7,291184849	0,766423358	0
																13	2212	1938	559	274	304	373	364	183,4031788	65,21163904	215,58184	17,80058623	215,58184	9,543377417	11,08002293	0,861313869	0
																13	2323	1902	598	249	309	302	402	174,1024589	57,08107587	187,2910456	16,52083118	733,0275031	9,747076926	11,71359245	0,832116788	0
																13	2280	1779	676	265	313	351	334	179,0976936	47,59767461	200,4121544	13,69614309	829,2307266	8,000503186	10,14878645	0,788321168	0
																13	2284	1798	728	301	354	349	256	168,4834339	37,68804567	188,5082776	10,97417885	230,5375209	5,403144055	7,553374852	0,715328467	0
																13	2258	1826	583	254	312	360	350	180,2321143	50,00570693	186,0684791	12,79886206	383,5381378	5,18546425	7,24906737	0,715328467	0
																13	2327	1851	777	236	364	381	268	168,5409405	35,69844094	168,5409405	9,358937404	781,1325422	5,224179784	7,779485113	0,671532847	0
																13	2299	1803	666	282	376	347	323	185,7150373	45,54664132	190,8770848	11,55814878	440,7013046	6,422673464	7,99914786	0,802919708	0
																13	2254	1816	630	295	313	316	445	194,0374647	64,60374794	194,0374647	16,08273177	590,9549481	6,584328868	8,430402382	0,781021898	0
																13	2402	1944	704	315	371	408	339	188,3032362	48,61299866	188,3032362	13,67252606	639,4252347	6,08350931	7,441435496	0,817518248	0
																13	2382	1865	908	300	348	373	156	138,6214882	25,71629857	28,37460494	7,387029165	663,8081887	6,507957632	8,491335196	0,766423358	0
																13	2208	1854	657	313	326	342	291	179,6215111	43,89345747	186,6653423	11,62265584	547,3768168	5,691216754	8,121840576	0,700729927	0
																13	2329	2119	366	201	320	338	650	180,1614689	78,39353175	180,1614689	25,37580858	228,5711957	12,63826163	14,30943672	0,883211679	0
																13	2313	1876	573	338	329	357	419	179,7485881	55,36278444	186,5223686	16,35061923	671,3659303	7,212769794	9,322164734	0,773722628	0
																13	2237	1765	722	277	310	327	346	166,7583534	46,16358957	166,7583534	11,65179394	499,9498276	5,986608031	7,594123151	0,788321168	0
																13	2394	1812	606	254	359	354	460	194,5513362	66,21699022	194,5513362	16,12883149	861,374923	5,946056994	7,832786617	0,759124088	0
																13	2310	1970	649	330	346	373	309	183,6362764	41,04843394	183,6362764	11,8535787	539,6894792	5,354129569	7,562018052	0,708029197	0
																13	2334	1789	913	261	324	382	348	112,7721182	39,62314524	112,7721182	9,947311722	643,2636296	6,553409395	8,088442226	0,810218978	0
																13	2357	1897	687	275	340	359	294	180,611369	38,4915749	180,611369	10,27460662	879,8793893	4,828101343	6,421843534	0,751824818	0
																13	2338	1915	761	342	382	349	206	179,5250056	29,30244896	187,892554	9,719942107	228,6660987	5,170631728	7,699745073	0,671532847	0
																13	2325	1891	651	261	382	363	381	190,4765265	55,91323834	190,4765265	13,67869056	494,0511304	5,530467055	7,73136721	0,715328467	0
																13	2429	1979	689	279	327	345	360	177,0135223	46,17862543	201,777893	15,27622809	228,8591204	6,859485538	9,397495187	0,729927007	0
																13	2287	2001	640	330	389	403	317	180,4770025	44,98468802	195,142737	11,52540749	829,5687825	4,084961443	6,149887008	0,664233577	0
																13	2361	1811	345	318	341	311	693	179,2756615	102,7349363	205,4541572	31,51805567	205,4541572	9,167516349	11,11459947	0,824817518	0
																13	2296	1794	678	299	315	358	322	173,239802	42,23088112	178,472382	10,05147573	587,936849	3,521106062	5,609203842	0,627737226	0
																13	2233	1943	612	273	347	350	338	182,0091861	45,02002705	194,9225459	13,67181969	885,0860841	5,48158725	7,291043235	0,751824818	0
																13	2290	1944	707	367	346	343	316	120,1236171	41,63111864	120,1236171	15,14496172	450,5435022	8,005844328	9,881087144	0,810218978	0
																13	2273	1937	720	274	320	380	289	113,310104	41,97608779	196,1452385	12,47679105	553,6080163	8,920475278	10,01725502	0,890510949	0
																13	2407	1882	830	325	369	353	222	192,3252576	38,95986727	192,3252576	9,195508219	634,1702177	6,24005207	7,771701214	0,802919708	0
																13	2269	1994	426	242	340	405	547	190,0092259	77,43908033	190,0092259	19,79115971	242,6021335	10,30961481	11,77014358	0,875912409	0
																13	2303	1909	683	335	349	359	274	183,2313787	41,43010224	190,6179708	11,16337177	652,2696888	6,022643557	7,933674686	0,759124088	0
																13	2338	1850	800	250	346	365	377	112,5364723	46,90254313	112,5364723	12,86374123	284,5188357	8,492000518	10,48111776	0,810218978	0
																13	2305	2029	642	315	357	389	352	179,9977295	46,90606104	179,9977295	13,54216897	248,6190289	8,084769437	10,54869917	0,766423358	0
																13	2305	2118	699	263	368	353	281	186,8762268	44,24675668	186,8762268	12,06837738	238,591056	8,648222145	10,48501269	0,824817518	0
																13	2231	1960	554	311	355	377	416	190,022483	59,83322525	190,022483	14,70328683	493,5682939	7,106219747	8,539930749	0,832116788	0
																13	2337	1926	766	254	358	410	206	185,3250152	30,76852165	185,3250152	8,304869547	491,6831006	4,473116099	6,589429092	0,678832117	0
																13	2411	1821	719	298	372	343	373	136,6057174	46,51701379	136,6057174	16,339215	799,3932784	8,177199368	9,182592733	0,890510949	0
																13	2273	2012	737	271	345	343	255	190,7094026	44,70669802	190,7094026	10,94402731	939,0395493	8,2683631	9,93654162	0,832116788	0
																13	2295	1985	600	246	332	381	390	180,1487084	51,52163491	180,1487084	15,73951351	677,2184105	8,963144303	10,77149798	0,832116788	0
																13	2339	1851	916	329	335	355	172	81,00546109	26,80599154	75,91058257	7,521498948	652,788267	5,502678378	8,106096106	0,678832117	0
																13	2344	1811	852	354	337	325	267	109,5595742	45,63796052	208,6910391	12,02106313	208,6910391	5,78607783	8,257215237	0,700729927	0
																13	2319	2062	776	334	380	376	243	122,1376757	33,59328831	182,7785454	10,42645416	235,3477396	6,590094444	8,939038998	0,737226277	0
																13	2370	1891	681	309	386	335	353	181,9970106	51,50140509	194,0953304	17,57513757	822,9441592	10,08300914	10,96327184	0,919708029	0
																13	2399	1883	832	296	303	308	215	189,0742388	33,18862243	189,0742388	8,895817963	662,2767878	7,658437785	9,538236151	0,802919708	0
																13	2297	1898	760	272	327	312	268	96,50850145	37,46736324	38,83826547	10,15024177	437,1825906	6,808400744	8,403161278	0,810218978	0
																13	2347	1878	752	268	329	375	317	167,2003081	60,33543695	216,7251963	14,02162805	216,7251963	5,942162337	7,827656156	0,759124088	0
																13	2284	1980	676	325	352	353	337	127,3874724	48,27013653	185,9289506	16,09083129	647,3325827	9,613010271	12,0824074	0,795620438	0
																13	2384	1896	712	334	369	351	310	180,47817	45,60865432	209,7769967	14,84706585	765,2063388	7,774463256	9,862050611	0,788321168	0
																13	2256	1843	480	268	311	317	505	184,4414805	65,97504325	207,0866414	18,36314487	260,124305	6,171454981	8,129705119	0,759124088	0
																13	2276	2031	697	301	317	359	281	175,1012163	42,66414576	202,9399078	11,29555748	647,8309683	7,127800776	9,212346286	0,773722628	0
																13	2326	1992	579	260	374	368	380	178,7316855	63,27907826	221,850275	15,19961625	221,850275	8,166807918	10,26470353	0,795620438	0
																13	2324	1930	408	284	373	348	595	181,1367361	83,42646807	200,6559	23,61979938	291,1725986	8,407386968	10,76459827	0,781021898	0
																13	2328	1854	617	245	354	353	346	182,6371266	47,12092472	182,6371266	10,4821199	340,7224787	6,582777129	7,774486782	0,846715328	0
																13	2311	1872	460	323	317	364	523	176,8168009	70,62469224	190,7260657	21,35180736	593,1637657	8,065350155	9,608286706	0,839416058	0
																13	2338	1879	792	330	374	379	347	172,0857599	44,67469771	174,77374	11,95120382	385,003797	5,604965346	7,383463966	0,759124088	0
																13	2237	1830	524	275	365	417	462	179,0658209	64,94034318	187,0546308	20,13287607	306,8489509	9,893350364	11,88937719	0,832116788	0
																13	2305	2076	604	290	366	371	340	179,648252	42,39644646	179,648252	11,89160986	717,4840685	7,165608854	8,924440118	0,802919708	0
																13	2226	1849	777	280	242	279	242	177,1768472	30,24273092	177,1768472	9,841152758	730,412934	6,602826728	8,615116779	0,766423358	0
																13	2334	1792	485	267	353	356	551	181,3018557	67,96003307	188,979602	23,31983738	877,4646702	7,532030332	9,296289689	0,810218978	0
																13	2325	1914	359	270	325	335	629	182,3204551	84,40330751	198,1033598	25,75513401	224,0015046	10,36776518	12,5697684	0,824817518	0
																13	2271	1939	703	314	318	332	265	178,2732722	45,33471849	193,8662057	12,29544721	666,8426747	8,341353184	9,937090314	0,839416058	0
																13	2215	1843	608	256	313	325	348	180,7955358	49,95055492	180,7955358	12,76918727	220,4742	5,199637154	7,123502901	0,729927007	0
																13	2303	1841	745	289	349	363	246	178,3260531	34,50668926	190,6250642	10,72634185	654,0316026	7,163916728	8,388517879	0,854014599	0
																13	2339	2032	573	229	356	350	458	178,9176987	51,33872518	181,5886792	15,80443367	569,1003815	5,98435846	7,959777758	0,751824818	0
																13	2390	1847	716	305	350	327	318	172,8995206	38,68354833	184,6574577	9,898370638	928,1171518	5,294851728	7,253946867	0,729927007	0
																13	2343	1843	709	328	325	379	387	178,2270992	45,16712722	178,2270992	12,87633539	545,2381201	6,579506311	8,584689187	0,766423358	0
																13	2378	1875	660	291	326	338	391	176,2620032	49,58009764	191,4463173	14,94459777	671,1388595	9,372894583	11,36359786	0,824817518	0
																13	2371	1849	608	317	348	348	448	179,3885146	56,17152239	185,7534167	17,26217856	531,016835	7,3882411	9,286137897	0,795620438	0
																13	2265	1963	621	311	341	352	376	189,2402783	52,51654175	189,2402783	13,34685365	395,1323622	5,574848726	7,34379111	0,759124088	0
																13	2315	2019	550	268	381	374	385	181,2527236	56,69033086	190,8399566	15,33478074	755,9277659	10,67095259	12,49504705	0,854014599	0
																13	2319	1844	289	269	346	358	739	175,6262245	97,0517678	195,2792516	32,35164765	228,3595106	9,272065661	11,65388069	0,795620438	0
																13	2248	1834	707	337	302	337	313	208,5018098	60,29471419	208,5018098	12,27027135	589,3745371	4,035062411	6,824735189	0,591240876	0
																13	2204	1948	557	338	359	321	400	182,190924	58,36157568	182,190924	14,65427986	243,8702237	7,264557478	9,478517852	0,766423358	0
